unit_id,unit_text,gold_codes,pred_codes,missed,spurious,n_agreed
709e0d0c-1354-43ff-a628-ef4a2981b0c8::1,They were calling other people offensive names and wishing/threatening death.,Death wish; Hate speech and offensive language,Consistent offensive behavior; Death wish; Hate speech and offensive language; Threats of violence,,Consistent offensive behavior; Threats of violence,2
782fbcf9-8a0c-449e-aa3c-b0107a40661f::3,There was a mix of offensive and not offensive messages but the offensive ones were worthy of suspension. Sending slurs to other users should not be tolerated,Hate speech and offensive language; Mix of offensive and non-offensive,Hate speech and offensive language; Mix of offensive and non-offensive; one message is enough (offensive),,one message is enough (offensive),2
94d90d90-65c3-49e7-a62d-e1b7738e20c8::2,3 out of 4 messages were offensive,Majority offesnive,Consistent offensive behavior; Majority offesnive,,Consistent offensive behavior,1
e1155a7e-7ace-4083-adcf-27d2ae8bdd4c::5,He/she are just projecting their own views and not bashing or using vulgar language in the process or threatening anyone.,Personal opinions and thoughts,No offensive content,Personal opinions and thoughts,No offensive content,0
f6855f0d-9705-4cd9-a67c-ee8cd8d73460::1,account 3 used foul words but it seems like he was being bothered,Contextual understanding; Hate speech and offensive language,Appeal to intent; Hate speech and offensive language,Contextual understanding,Appeal to intent,1
a37571ff-8f28-4459-935f-08b72087e111::4,I did not detect anything offensive although I only rolled through two messages it seemed the person was coming from a good place,No offensive content,Appeal to intent; No offensive content,,Appeal to intent,1
fefb2330-548d-44b7-a374-a6957a756dc0::5,"Almost all the comment were nice and cool, that's why I chose not to suspended this account.",Calm and thoughtful,Do not suspend; No offensive content,Calm and thoughtful,Do not suspend; No offensive content,0
64706c0b-1c60-483f-994b-a6f8c2f511f7::5,There was nothing offensive in the messages at all so for me it was pretty much a no brainer not to suspend this one,No offensive content,Do not suspend; No offensive content; Not offensive at all,,Do not suspend; Not offensive at all,1
87f87d7b-4b52-467a-93ed-face4ab8ccb4::3,"The first message was suspension-worthy in my opinion.  I just wanted to see if the next message followed in the same vein.  I don't know the policies for this presumed platform, so I have to go by what I think is no good.  Homophobia is a no-go.",Hate speech and offensive language; Need to know policy and TOS,Hate speech and offensive language; Need to know policy and TOS; Personal opinions and thoughts; one message is enough (offensive),,Personal opinions and thoughts; one message is enough (offensive),2
563c29ae-5957-43e7-8456-64668a5f47c8::2,I should have just clicked suspend after the first message. But violence in message 1 plus slurs in message 2 is more than enough for me.,Consistent offensive behavior; Hate speech and offensive language; Threats of violence,Consistent offensive behavior; Hate speech and offensive language; Threats of violence; one message is enough (offensive),,one message is enough (offensive),3
563c29ae-5957-43e7-8456-64668a5f47c8::3,"Double slur on the very first message, easy call for suspension. No need to see more.",Hate speech and offensive language; Permanent ban,Hate speech and offensive language; one message is enough (offensive),Permanent ban,one message is enough (offensive),1
5da998f3-ab70-4dbb-9b1e-1d1008e85512::1,This is mean spirited and contains a slur against one's sexual preference--it's not ok to post and should be suspended.,Hate speech and offensive language,Harm other person; Hate speech and offensive language; one message is enough (offensive),,Harm other person; one message is enough (offensive),1
5da998f3-ab70-4dbb-9b1e-1d1008e85512::4,"The first two messages were fine, but the third included a threat of violence, which is not ok.",No offensive content; Threats of violence,Mix of offensive and non-offensive; Threats of violence,No offensive content,Mix of offensive and non-offensive,1
2db60c1d-59e3-4a2d-96e2-2d364f090249::5,"PLAIN AND SIMPLE NOT OFFENSIVE, AND ADDITIONALLY YOU ARE LUCKY i DO NOT RETURN THIS NOW ON PRINCIPLE ALONE AS IT IS YOUR 2ND OMISSION NOT CITED AS BEING REQUIRED IN PROLIFIC TASK PREVIEW MATERIAL SHOWN ON PROLIFIC BEFORE WORKERS CLICK START",Hate speech and offensive language,No offensive content; Not offensive at all,Hate speech and offensive language,No offensive content; Not offensive at all,0
6345c27e-67b9-40fa-984f-23f888d18b3a::3,"Using the r and f slur to talk about other people, calling a group of people terrorists based on ethnicity.",Hate speech and offensive language,Hate speech and offensive language; racial remark,,racial remark,1
9fb262f0-c5b4-4b87-a678-6dda4d838ea2::1,"The messages from Account 2 contained offensive language and personal attacks, including derogatory comments about someone's sexuality, intelligence, and personal life. However, they varied in their degree of severity and the context in which they we",Hate speech and offensive language; Mix of offensive and non-offensive; Threats of violence,Contextual understanding; Harm other person; Hate speech and offensive language; derogatory remarks,Mix of offensive and non-offensive; Threats of violence,Contextual understanding; Harm other person; derogatory remarks,1
9845df85-7df4-4cd8-a37e-019423611a3f::1,"Here is the word again that should be removed from our vocabulary. Not only the author called the person a very harsh, demeaning, and offensive name. The author also pray that they will die a painful death. Very crude and uncalled for",Death wish; Hate speech and offensive language,Death wish; Extreme offensive; Harm other person; Hate speech and offensive language; derogatory remarks,,Extreme offensive; Harm other person; derogatory remarks,2
7cfda785-98a2-472e-a1e6-6a8ed3097a46::1,"They should be suspended based on the 3 messages, all 3 are highly offensive and down right rude and disrespectful.",Consistent offensive behavior; Hate speech and offensive language,Consistent offensive behavior; Extreme offensive; Majority offesnive,Hate speech and offensive language,Extreme offensive; Majority offesnive,1
7cfda785-98a2-472e-a1e6-6a8ed3097a46::4,"The first 2 messages do not seem offensive until the 3rd one. The 3rd message is highly offensive and threatening, I would suspend based on that.",Hate speech and offensive language; Threats of violence,Harm other person; Mix of offensive and non-offensive; one message is enough (offensive),Hate speech and offensive language; Threats of violence,Harm other person; Mix of offensive and non-offensive; one message is enough (offensive),0
7cfda785-98a2-472e-a1e6-6a8ed3097a46::5,"All 3 messages are not offensive at all, do not contain offensive language. I would not suspend based on that.",No offensive content,Do not suspend; No offensive content; Not offensive at all; Personal opinions and thoughts,,Do not suspend; Not offensive at all; Personal opinions and thoughts,1
01aad1a0-5ec4-4a9b-a571-a2880a1476be::4,Nothing offensive. The user is just expressing positive emotions. The first message wasn't offensive-- they are setting boundaries.,No offensive content; positive content,Appeal to intent; Contextual understanding; No offensive content; Not offensive at all; positive content,,Appeal to intent; Contextual understanding; Not offensive at all,2
66cbbbc9-3a65-4a6b-920e-f98a52b29a72::1,The account used multiple slurs and told someone to die. This is offensive.,Death wish; Hate speech and offensive language,Consistent offensive behavior; Death wish; Extreme offensive; Harm other person; Hate speech and offensive language,,Consistent offensive behavior; Extreme offensive; Harm other person,2
a19f544e-7e34-42f0-b9b1-0675b9689d29::1,"The user is using harmful language. Saying things like ""I hope you die"" should not be allowed on any platform. He is also using homophobic rhetoric which can be greatly offensive to those in the LGBT community.",Death wish; Hate speech and offensive language; derogatory remarks,Death wish; Harm other person; Hate speech and offensive language; negative consequences,derogatory remarks,Harm other person; negative consequences,2
c1c49268-65da-4292-9bf1-aee628702e30::5,positive and thoughtful messages,Calm and thoughtful; positive content,Calm and thoughtful; No offensive content; Not offensive at all; Personal opinions and thoughts; positive content,,No offensive content; Not offensive at all; Personal opinions and thoughts,2
bca2b95f-7226-4f43-82f4-830afcaac965::4,"The first was negative but hardly offensive. The second seems innocent, but following the first it was hard to be sure. The third and seventh should have been enough on their own - looking at them all together and even the non-offensive ones seem off",Consistent offensive behavior; Not too offensive,Expressed uncertainty; Mix of offensive and non-offensive; Not too offensive; one message is enough (offensive),Consistent offensive behavior,Expressed uncertainty; Mix of offensive and non-offensive; one message is enough (offensive),1
9c759a8c-5afc-41ad-adb6-e453251c9f4d::4,There is nothinf offesive in this post.,No offensive content,No offensive content; Not offensive at all,,Not offensive at all,1
8085fe6b-72b3-494a-8081-5a0752f8c1c0::5,"After analyzing a few comments, I have come to the conclusion that this person has not made any comments that are harmful or offensive to anyone.",No offensive content,Do not suspend; No offensive content; Not offensive at all,,Do not suspend; Not offensive at all,1
bd79c313-854a-41ba-9ec5-9258e4002f4c::3,"Again, the name calling is highly derogatory.",Hate speech and offensive language,Hate speech and offensive language; derogatory remarks,,derogatory remarks,1
b6b0dd0d-1f6d-4ee0-810f-69707200d1b6::1,This is extremely offensive and targeted towards the message receiver.,Hate speech and offensive language,Extreme offensive; Harm other person,Hate speech and offensive language,Extreme offensive; Harm other person,0
b6b0dd0d-1f6d-4ee0-810f-69707200d1b6::3,The message contained very offensive language that was targeted towards someone else.,Hate speech and offensive language,Harm other person; Hate speech and offensive language,,Harm other person,1
246aa216-be21-4efa-9eff-7f1a95d1d02d::2,It's a death threat.,Death wish,Death wish; Threats of violence,,Threats of violence,1
529595bf-86c8-4a2d-9ffb-8cc14acc2958::1,Multiple offensive posts in a row.,Consistent offensive behavior; Majority offesnive,Consistent offensive behavior,Majority offesnive,,1
77473516-5965-4985-8200-c95319c9d827::2,Message 1 was inappropriate and threatening,Hate speech and offensive language; Threats of violence,Harm other person; Threats of violence,Hate speech and offensive language,Harm other person,1
754e3ee2-77d3-41ba-821e-3d16646e9e1e::2,This person's offensive messages were threatening violence and hateful. Awful.,Hate speech and offensive language; Threats of violence,Extreme offensive; Hate speech and offensive language; Threats of violence,,Extreme offensive,2
4b65d56f-9409-4e89-8d59-32f2f92bf399::3,I don't think that negative comments specifically aimed at sexually are grounds for suspension.,Hate speech and offensive language; Not too offensive,Not too offensive; Personal opinions and thoughts,Hate speech and offensive language,Personal opinions and thoughts,1
7a9499d4-4226-4ddf-a907-8b178f09dd4f::5,I see nothing wrong with the two posts I viewed. Seems legit and fair to me.,No offensive content,No offensive content; Normal behavior; Not offensive at all,,Normal behavior; Not offensive at all,1
6a764ff8-ce26-423a-991a-3f0441334cb2::3,Racist person using derogatory terms to others.,Hate speech and offensive language,Harm other person; Hate speech and offensive language; Poster is a bad person; derogatory remarks; racial remark,,Harm other person; Poster is a bad person; derogatory remarks; racial remark,1
33a7ec32-7245-4843-9294-2caeb54be5c0::1,Derogatory terms and the wishes of death of humans/animals.,Death wish; Hate speech and offensive language,Death wish; Extreme offensive; Harm other person; Hate speech and offensive language; derogatory remarks,,Extreme offensive; Harm other person; derogatory remarks,2
33a7ec32-7245-4843-9294-2caeb54be5c0::3,Derogatory remarks.,Hate speech and offensive language,derogatory remarks,Hate speech and offensive language,derogatory remarks,0
e5aac9cd-6015-4636-92c1-78d14a5ac996::3,They had multiple messages where they were attacking the person they were messaging. The attacks use slurs and words that are just straight up wrong to use in any situation.,Hate speech and offensive language,Consistent offensive behavior; Harm other person; Hate speech and offensive language; derogatory remarks,,Consistent offensive behavior; Harm other person; derogatory remarks,1
e5aac9cd-6015-4636-92c1-78d14a5ac996::4,"There was one message that was offensive, but the rest of them are normal. If there was one more offensive message, I would have chosen to suspend.",Normal behavior; One-off offensive,Ban if behavior continues; Mix of offensive and non-offensive; Not too offensive; One-off offensive,Normal behavior,Ban if behavior continues; Mix of offensive and non-offensive; Not too offensive,1
ad582db9-01fb-46c2-af45-c5eb21b93152::4,Threatened to kill someone and very violent manner.,Threats of violence,Death wish; Extreme offensive; Harm other person; Threats of violence,,Death wish; Extreme offensive; Harm other person,1
9c1df86e-e2b6-4eb6-ab15-180374fa91bc::2,this is a sign of violence and someone may be serious about this,Consequences beyond suspencion; Threats of violence,Harm other person; Threats of violence; negative consequences,Consequences beyond suspencion,Harm other person; negative consequences,1
32be39db-f881-4abe-8804-3ca4460756e8::2,"Everything about their posts is bad and wrong. Slurs, rude language, insults, nothing good !",Consistent offensive behavior; Hate speech and offensive language,Consistent offensive behavior; Hate speech and offensive language; Majority offesnive,,Majority offesnive,2
2ee6b9be-6ea5-4dbf-8780-7e22df0d7db7::1,All of their messages are extremely offensive which includes not only death threats but also derogatory terms,Consistent offensive behavior; Death wish; Extreme offensive; Hate speech and offensive language,Consistent offensive behavior; Death wish; Extreme offensive; Harm other person; Majority offesnive; Threats of violence; derogatory remarks,Hate speech and offensive language,Harm other person; Majority offesnive; Threats of violence; derogatory remarks,3
96f40625-0960-4ef9-87b2-4679ffaaf9ec::5,nothing harmful,No offensive content,No offensive content; Not offensive at all,,Not offensive at all,1
e12acac9-85cf-4d27-8cfe-574a2ebf661e::5,that was appreciative statement rather,positive content,No offensive content; positive content,,No offensive content,1
9968ac18-8d60-46f2-8a6a-a521303c3583::3,bad verbiage and mean statements were directed at an individual.,Hate speech and offensive language,Harm other person; Hate speech and offensive language; derogatory remarks,,Harm other person; derogatory remarks,1
fd39d70c-f8e4-42b5-856b-08f44020686c::2,The first mention of killing someone results in an automatic suspension.,Threats of violence,Threats of violence; one message is enough (offensive),,one message is enough (offensive),1
fd39d70c-f8e4-42b5-856b-08f44020686c::3,"This account has made multiple hate comments.  They are hateful, offensive, and discriminatory.  It should not be permitted.",Consistent offensive behavior; Hate speech and offensive language,Consistent offensive behavior; Harm other person; Hate speech and offensive language; Permanent ban,,Harm other person; Permanent ban,2
af5c7eb6-219e-440f-8cbe-ddd5c7ac14d0::4,This is just normal social media activity for a normal user. Message one is just somebody calling someone out for not having proof of something. Message 2 is just happy.,No offensive content; Normal behavior,No offensive content; Normal behavior; Not offensive at all; positive content,,Not offensive at all; positive content,2
5bcd81ba-db12-4a52-b9f6-16e94d8405ad::1,does not contribute to positive environment i'd like to see in an online community. use of highly derogatory and discriminatory language.,Consequences beyond suspencion; Hate speech and offensive language,Hate speech and offensive language; derogatory remarks; negative consequences,Consequences beyond suspencion,derogatory remarks; negative consequences,1
5bcd81ba-db12-4a52-b9f6-16e94d8405ad::4,I think the comments about blocking is acceptable but death threats are certainly not. I would give this person a warning or tempororary ban as this is a one-off occurrence but I see their future posts are less offensive.,One-off offensive; Temporary suspension; Threats of violence,Death wish; One-off offensive; Temporary suspension; Threats of violence,,Death wish,3
a7cbb72d-1707-41a6-b769-68c7df9643df::1,They wished death upon people and pets and also used foul and offensive language in nearly every message.,Death wish; Hate speech and offensive language,Consistent offensive behavior; Death wish; Harm other person; Hate speech and offensive language; Majority offesnive; Threats of violence,,Consistent offensive behavior; Harm other person; Majority offesnive; Threats of violence,2
4984471b-9109-4812-8748-9c8e6fc829c0::2,This is so offensive like saying going to shoot.,Hate speech and offensive language; Threats of violence,Extreme offensive; Harm other person; Threats of violence,Hate speech and offensive language,Extreme offensive; Harm other person,1
9ca241ab-e7b0-4e11-abf1-0baf9d8a1026::4,"Although sometimes this account can use some heated language and become aggressive, the majority of the posts I saw were very tame.",Normal behavior; One-off offensive,Mix of offensive and non-offensive; Not too offensive,Normal behavior; One-off offensive,Mix of offensive and non-offensive; Not too offensive,0
688b4ffc-e168-4496-bcf5-d42b90f45df5::1,This is another case of immaturity at its best. This should be banned by that fact alone. Too young to have an account.,Contextual understanding,Poster is a bad person,Contextual understanding,Poster is a bad person,0
704459ee-5e8c-4586-8ecf-f919a325043f::3,The owner of this account was extremely homophobic and racist. I'm no stranger to content moderation online and operate with a three strike policy. This guy had those strikes and then some probably.,Consistent offensive behavior; Hate speech and offensive language,Consistent offensive behavior; Extreme offensive; Hate speech and offensive language; Majority offesnive; racial remark,,Extreme offensive; Majority offesnive; racial remark,2
17bc2b94-f557-4770-bec1-ab1715b8678d::5,A thoughtful person aware and co siderate of others.,Calm and thoughtful,Calm and thoughtful; positive content,,positive content,1
6e5edcdb-3654-47f7-a499-a7e6271837d1::1,its rude,Hate speech and offensive language,derogatory remarks,Hate speech and offensive language,derogatory remarks,0
8dcdc361-034c-4c7b-b798-06a03e4c59a3::4,The majority of the messages from this account are not offensive and are random pieces of conversation. I gave this a low confidence score because it could still be suspended from the small amount of offensive death threat tweets given.,Expressed uncertainty; Normal behavior; one message is enough (offensive),Death wish; Expressed uncertainty; Harm other person; Mix of offensive and non-offensive; Threats of violence,Normal behavior; one message is enough (offensive),Death wish; Harm other person; Mix of offensive and non-offensive; Threats of violence,1
8a2bd6fd-9a54-4ba0-86bb-4fcf5797b655::1,Threats of violence and hopes of inflicting cancer on someone. They are a bad poster.,Threats of violence,Death wish; Poster is a bad person; Threats of violence,,Death wish; Poster is a bad person,1
20495eb2-b21b-4955-8a97-0020aae12c29::1,Every message used extremely offensive language and one threatened an animal.,Extreme offensive; Hate speech and offensive language; Threats of violence,Consistent offensive behavior; Extreme offensive; Threats of violence,Hate speech and offensive language,Consistent offensive behavior,2
06e8469e-271d-4f06-8019-e49e17f01c6b::2,Bring people down by name calling then telling people they want to kill someone. This person needs to be on some type of watch list if not in some mental health rehab.,Consequences beyond suspencion; Death wish,Consequences beyond suspencion; Threats of violence; derogatory remarks; negative consequences,Death wish,Threats of violence; derogatory remarks; negative consequences,1
eb7c446c-25d7-40f0-a21b-ef7329f0ead8::2,"A violent threat, which is a clear example of harmful language that can cause distress and fear.",Harm other person; Threats of violence,Harm other person; Threats of violence; negative consequences,,negative consequences,2
50b6bc56-df8e-42b4-abb9-bec6b425670e::3,"Account 5 had mixed offensive and non-offensive messages, however, the severity of the offensive ones greatly outweigh the non-offensive ones. This is because the messages contain homophobic slurs, brutally insulting someone's family, and racism.",Extreme offensive; Hate speech and offensive language; Mix of offensive and non-offensive; racial remark,Harm other person; Hate speech and offensive language; Mix of offensive and non-offensive; derogatory remarks; racial remark,Extreme offensive,Harm other person; derogatory remarks,3
91d9b5dd-39c8-48bf-8720-abe1ee727444::4,This message suggests frustration with lack of evidence in someone's tweet and explains the decision to block the person. It has a harsh word but it doesn't pose to commit harm.,No offensive content; Not too offensive,Contextual understanding; Not too offensive,No offensive content,Contextual understanding,1
4403b5d3-138f-46fd-8120-8fafc7639941::5,uplifting,Calm and thoughtful,positive content,Calm and thoughtful,positive content,0
2470478f-1b93-4fdd-8841-0a9b0fdde878::5,"Just seems like a normal person's account, or at least an account that isn't wildly against every TOS known to man.",Normal behavior,No offensive content; Normal behavior,,No offensive content,1
f3d12412-b76d-4ef3-a299-93ae8a60ea93::2,This account included a direct and violent threat in the first message I saw which I saw to be grounds for a suspension.,Threats of violence; one message is enough (offensive),Threats of violence,one message is enough (offensive),,1
4ed5e9b1-5022-4acc-8c91-77a3a602831a::4,"I reviewed 8 messages, and only 2 were offensive. In those 2 messages they kept saying that they were going to kill whoever they were talking to. I should have reviewed more to see if that type of communication continued. If so, a definite suspend.",Ban if behavior continues; Death wish,Ban if behavior continues; Death wish; Mix of offensive and non-offensive; Needed to look at more messages; Threats of violence,,Mix of offensive and non-offensive; Needed to look at more messages; Threats of violence,2
aeef090c-83b3-4673-94f4-430f07296bf8::5,Because message was not offensive,No offensive content,No offensive content; Not offensive at all,,Not offensive at all,1
