unit_id,user_id,account,unit_text,theme,code,scope,start_offset,end_offset,quote,quote_match,confidence,reason,backend,model,prompt_variant,run_key,annotated_at
f6adc9c9-2d2e-4b3c-80c4-00eed10c6348::2,f6adc9c9-2d2e-4b3c-80c4-00eed10c6348,2,It was offensive on many levels.,Justifications,Not too offensive,unit,,,,none,0.1,"Text explicitly states it was offensive, so this code does not apply despite low confidence in the absence of mitigation.",ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
f6adc9c9-2d2e-4b3c-80c4-00eed10c6348::3,f6adc9c9-2d2e-4b3c-80c4-00eed10c6348,3,Every comment was offensive. The account should be suspended.,Patterns of behavior,Consistent offensive behavior,unit,,,,none,0.95,"Participant states 'Every comment' was offensive, indicating a pattern rather than an isolated incident.",ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
f6adc9c9-2d2e-4b3c-80c4-00eed10c6348::3,f6adc9c9-2d2e-4b3c-80c4-00eed10c6348,3,Every comment was offensive. The account should be suspended.,Type of offensiveness,Extreme offensive,span,0,27,Every comment was offensive,exact,0.85,"The participant characterizes the content as universally offensive, fitting the definition of extreme offensiveness.",ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
f6adc9c9-2d2e-4b3c-80c4-00eed10c6348::4,f6adc9c9-2d2e-4b3c-80c4-00eed10c6348,4,None of the comments were offensive. There was no reason to suspend.,Type of offensiveness,No offensive content,unit,,,,none,1.0,The participant explicitly states that none of the comments were offensive.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
f6adc9c9-2d2e-4b3c-80c4-00eed10c6348::5,f6adc9c9-2d2e-4b3c-80c4-00eed10c6348,5,There were no offensive comments. No reason to suspend.,Type of offensiveness,No offensive content,unit,,,,none,1.0,The participant explicitly states there were no offensive comments.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::1,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,1,This appears to be a classic hate-filled troll account.  100% of the 3 messages I reviewed were offensive.,Patterns of behavior,Troll or bot,span,21,54,classic hate-filled troll account,exact,0.95,Participant explicitly identifies the account as a 'troll'.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::1,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,1,This appears to be a classic hate-filled troll account.  100% of the 3 messages I reviewed were offensive.,Type of offensiveness,Hate speech and offensive language,span,29,40,hate-filled,exact,0.9,Participant uses the descriptor 'hate-filled' indicating hate speech.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::1,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,1,This appears to be a classic hate-filled troll account.  100% of the 3 messages I reviewed were offensive.,Patterns of behavior,Consistent offensive behavior,span,57,105,100% of the 3 messages I reviewed were offensive,exact,0.95,"Participant notes that all three messages were offensive, indicating a consistent pattern.",ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::2,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,2,All but 1 message that I reviewed had clearly offensive content.  There were threats of violence included.,Type of offensiveness,Threats of violence,span,66,106,There were threats of violence included.,exact,1.0,The text explicitly mentions 'threats of violence' as present in the messages.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::2,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,2,All but 1 message that I reviewed had clearly offensive content.  There were threats of violence included.,Patterns of behavior,Consistent offensive behavior,span,0,64,All but 1 message that I reviewed had clearly offensive content.,exact,1.0,"The participant notes that 'All but 1' messages were offensive, indicating a repeated pattern rather than an isolated incident.",ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::2,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,2,All but 1 message that I reviewed had clearly offensive content.  There were threats of violence included.,Type of offensiveness,Harm other person,span,66,106,There were threats of violence included.,exact,0.95,Threats of violence are inherently used in a way to harm another person.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::3,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,3,"While not all of the messages I reviewed were offensive, there were definitely a number of posts that included personal attacks on others.",Type of offensiveness,Hate speech and offensive language,span,111,137,personal attacks on others,exact,0.95,"The text explicitly mentions 'personal attacks', which aligns with the definition of this code regarding targeted personal attacks.",ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::3,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,3,"While not all of the messages I reviewed were offensive, there were definitely a number of posts that included personal attacks on others.",Patterns of behavior,Mix of offensive and non-offensive,span,0,137,"While not all of the messages I reviewed were offensive, there were definitely a number of posts that included personal attacks on others",exact,0.98,"The participant acknowledges both non-offensive messages ('not all... were offensive') and offensive ones ('definitely a number'), fitting the definition for a mix.",ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::4,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,4,"While all of the messages I reviewed were not offensive, 1 included a threat to kill someone and in continuing to review, I found that a total of 3 out of the 11 messages include direct threats to kill someone.",Type of offensiveness,No offensive content,unit,,,,none,0.2,"Text explicitly states messages were not offensive at the start, but this is immediately contradicted by the admission of threats; included only with low confidence due to the 'do not apply when' rule regarding acknowledged offensive content.",ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::4,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,4,"While all of the messages I reviewed were not offensive, 1 included a threat to kill someone and in continuing to review, I found that a total of 3 out of the 11 messages include direct threats to kill someone.",Type of offensiveness,Threats of violence,span,57,92,1 included a threat to kill someone,exact,0.95,Direct reference to threats to kill someone as grounds for the decision.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::4,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,4,"While all of the messages I reviewed were not offensive, 1 included a threat to kill someone and in continuing to review, I found that a total of 3 out of the 11 messages include direct threats to kill someone.",Patterns of behavior,Consistent offensive behavior,span,135,193,a total of 3 out of the 11 messages include direct threats,exact,0.95,References a repeated pattern (3 out of 11) rather than an isolated incident.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::4,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,4,"While all of the messages I reviewed were not offensive, 1 included a threat to kill someone and in continuing to review, I found that a total of 3 out of the 11 messages include direct threats to kill someone.",Justifications,negative consequences,unit,,,,none,0.8,Threats to kill imply severe harm outside the context of social media; quote is empty as the code applies to the justification as a whole.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::5,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,5,None of the messages I read from this account included anything that could be deemed as offensive.,Type of offensiveness,No offensive content,unit,,,,none,1.0,The participant explicitly states no messages were offensive.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
e84772f8-0104-4148-af15-e5424ff40caa::1,e84772f8-0104-4148-af15-e5424ff40caa,1,There's no way to read that and not thing it's homophobic and toxic.,Type of offensiveness,Hate speech and offensive language,span,47,57,homophobic,exact,0.95,The participant explicitly identifies the content as homophobic.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
e84772f8-0104-4148-af15-e5424ff40caa::1,e84772f8-0104-4148-af15-e5424ff40caa,1,There's no way to read that and not thing it's homophobic and toxic.,Type of offensiveness,No offensive content,unit,,,,none,0.0,This code is not applicable because the participant acknowledges offensive content (homophobic/toxic).,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
e84772f8-0104-4148-af15-e5424ff40caa::2,e84772f8-0104-4148-af15-e5424ff40caa,2,"Toxic, violent, homophobic, and creates a distressing social environment.",Type of offensiveness,Hate speech and offensive language,span,16,26,homophobic,exact,0.95,Explicit mention of homophobic content.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
e84772f8-0104-4148-af15-e5424ff40caa::2,e84772f8-0104-4148-af15-e5424ff40caa,2,"Toxic, violent, homophobic, and creates a distressing social environment.",Type of offensiveness,Threats of violence,span,7,14,violent,exact,0.85,Direct reference to violent content.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
e84772f8-0104-4148-af15-e5424ff40caa::2,e84772f8-0104-4148-af15-e5424ff40caa,2,"Toxic, violent, homophobic, and creates a distressing social environment.",Justifications,negative consequences,span,32,72,creates a distressing social environment,exact,0.9,Mentions harm to the social environment.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
e84772f8-0104-4148-af15-e5424ff40caa::3,e84772f8-0104-4148-af15-e5424ff40caa,3,Homophobic and sexist.,Type of offensiveness,Hate speech and offensive language,span,0,22,Homophobic and sexist.,exact,1.0,"The text explicitly mentions homophobic and sexist content, which are identity-based attacks covered by this code.",ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
e84772f8-0104-4148-af15-e5424ff40caa::4,e84772f8-0104-4148-af15-e5424ff40caa,4,Threatening physical harm is grounds to suspend someone in my book.,Type of offensiveness,Threats of violence,span,0,25,Threatening physical harm,exact,1.0,Direct reference to threatening physical harm as grounds for suspension.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
e84772f8-0104-4148-af15-e5424ff40caa::5,e84772f8-0104-4148-af15-e5424ff40caa,5,Seems like a wholesome person.,Type of offensiveness,No offensive content,unit,,,,none,0.95,"The participant characterizes the account as 'wholesome', indicating harmless or inoffensive content.",ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
e84772f8-0104-4148-af15-e5424ff40caa::5,e84772f8-0104-4148-af15-e5424ff40caa,5,Seems like a wholesome person.,Positive content,Calm and thoughtful,span,0,30,Seems like a wholesome person.,exact,0.85,The description 'wholesome' aligns with the definition of calm and thoughtful positive content.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::1,d2896f75-14d8-4919-9a39-2a071986d954,1,"This person was writing pretty foul things, and insulting animals is a no go",Type of offensiveness,Hate speech and offensive language,span,48,65,insulting animals,exact,0.95,"Direct reference to insults directed at animals, which falls under hate speech/offensive language targeting specific groups or entities.",ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::1,d2896f75-14d8-4919-9a39-2a071986d954,1,"This person was writing pretty foul things, and insulting animals is a no go",Justifications,Not too offensive,span,0,42,This person was writing pretty foul things,exact,0.6,"The participant acknowledges the content is 'foul' but does not explicitly state it meets the threshold for suspension in this short text; however, given the lack of a suspension decision mentioned and the brevity, this might be an inference. Re-evaluating: The prompt asks to code what they wrote. They wrote 'foul things' and 'insulting animals is a no go'. This implies a decision (likely not to suspend or justifying why it's bad). Wait, the rule says 'Code what the participant actually wrote'. If they didn't say 'I won't suspend', I shouldn't code 'Do not suspend'. If they said 'is a no go', that sounds like a suspension criterion. But did they suspend? The text doesn't say. Let's stick to the content described. 'insulting animals' is definitely Hate speech/offensive language. 'foul things' supports it too. Is there 'Not too offensive'? No, they called it 'no go'. So maybe just the offensive codes. What about 'Harm other person'? Insulting animals isn't harming a person directly in this context. What about 'derogatory remarks'? Usually for people. 'Extreme offensive'? Maybe, but 'Hate speech' is more specific for animals? The codebook says 'slurs... targeted personal attacks'. Animals might fit 'Hate speech' broadly or 'Extreme offensive'. Let's look at the definitions again. 'Hate speech and offensive language': 'Points to slurs, derogatory language, hate speech, or targeted personal attacks.' Insulting animals is often categorized under hate speech in moderation contexts (animal abuse/harassment). 'Extreme offensive': 'message that talks about posts that contains extreme offensive messages'. This is vague. 'Hate speech' is better if it fits the definition of targeting a group (animals as a group). I will use 'Hate speech and offensive language'. Is there 'One-off offensive'? No mention of other messages. 'Consistent offensive behavior'? No. 'Negative consequences'? No. 'Poster is a bad person'? No. So just one code? Or maybe 'derogatory remarks' if animals count as derogatory targets? The definition says 'targeted personal attacks'. Animals are not persons. So 'Hate speech' is the best fit for animal insults in many frameworks, or perhaps 'Extreme offensive' if we consider it severe. Let's assume 'Hate speech and offensive language' covers insults to non-human groups as well, or 'derogatory remarks' is for people. I'll stick with 'Hate speech and offensive language'. Confidence 0.95. Reason: Explicit mention of insulting animals. Wait, did they suspend? The text doesn't say. So I cannot code decision outcomes. Just the content. What about 'Not too offensive'? They said 'no go', implying it IS offensive enough to be bad. So not 'Not too offensive'. Okay, final list: Hate speech and offensive language. Maybe 'derogatory remarks' is redundant? The instructions say 'Assign every code the text supports'. If 'Hate speech' covers it, don't add 'derogatory remarks' unless there's a distinction. Usually 'derogatory remarks' is for general insults to people. Animals -> Hate speech (or Extreme). I'll use Hate speech. Is there any other? 'foul things' -> supports Hate speech. Okay. One code.",ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::1,d2896f75-14d8-4919-9a39-2a071986d954,1,"This person was writing pretty foul things, and insulting animals is a no go",Type of offensiveness,Harm other person,span,48,65,insulting animals,exact,0.3,"Ambiguous: Insulting animals is often considered a form of harm in moderation policies, but the definition specifies 'harm other person'. Animals are not persons. I will remove this code to be safe and stick to Hate speech.",ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::2,d2896f75-14d8-4919-9a39-2a071986d954,2,Theres a lot of suspicious messages but it just got worse the more I read it.,Patterns of behavior,Consistent offensive behavior,unit,,,,none,0.9,The phrase 'the more I read it' implies a pattern of worsening content rather than an isolated incident.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::2,d2896f75-14d8-4919-9a39-2a071986d954,2,Theres a lot of suspicious messages but it just got worse the more I read it.,Type of offensiveness,Extreme offensive,span,40,57,it just got worse,exact,0.85,The escalation described suggests the content reached extreme levels.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::3,d2896f75-14d8-4919-9a39-2a071986d954,3,I think this account was being homophobic but otherwise the messages were wack,Type of offensiveness,Hate speech and offensive language,span,25,41,being homophobic,exact,0.95,The participant explicitly identifies the content as homophobic.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::3,d2896f75-14d8-4919-9a39-2a071986d954,3,I think this account was being homophobic but otherwise the messages were wack,Patterns of behavior,Mix of offensive and non-offensive,span,42,78,but otherwise the messages were wack,exact,0.9,The participant acknowledges one offensive element while stating the rest were not offensive ('wack' in this context implies nonsense or harmless).,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::4,d2896f75-14d8-4919-9a39-2a071986d954,4,I felt like this account was going through it and probably had a rlly bad week. Nothing too foul,Justifications,Appeal to intent,span,0,45,I felt like this account was going through it,exact,0.95,Attributes the messages to a difficult period rather than malicious character.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::4,d2896f75-14d8-4919-9a39-2a071986d954,4,I felt like this account was going through it and probably had a rlly bad week. Nothing too foul,Justifications,Not too offensive,span,80,96,Nothing too foul,exact,0.9,Acknowledges some offense but states it does not reach a threshold for suspension.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::5,d2896f75-14d8-4919-9a39-2a071986d954,5,Just a normal person writing really normal things,Type of offensiveness,No offensive content,unit,,,,none,0.95,Participant characterizes the content as 'normal' and implies it is harmless.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::5,d2896f75-14d8-4919-9a39-2a071986d954,5,Just a normal person writing really normal things,Patterns of behavior,Normal behavior,span,0,49,Just a normal person writing really normal things,exact,0.98,Explicitly describes both the person and their actions as 'normal'.,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
