unit_id,user_id,account,unit_text,theme,code,scope,start_offset,end_offset,quote,quote_match,confidence,reason,backend,model,prompt_variant,run_key,annotated_at
f6adc9c9-2d2e-4b3c-80c4-00eed10c6348::4,f6adc9c9-2d2e-4b3c-80c4-00eed10c6348,4,None of the comments were offensive. There was no reason to suspend.,Type of offensiveness,No offensive content,span,0,36,None of the comments were offensive.,exact,0.99,Explicitly states there was nothing offensive in the comments,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
f6adc9c9-2d2e-4b3c-80c4-00eed10c6348::5,f6adc9c9-2d2e-4b3c-80c4-00eed10c6348,5,There were no offensive comments. No reason to suspend.,Type of offensiveness,No offensive content,span,0,55,There were no offensive comments. No reason to suspend.,exact,0.99,Explicitly states there were no offensive comments as the reason for no suspension.,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::1,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,1,This appears to be a classic hate-filled troll account.  100% of the 3 messages I reviewed were offensive.,Type of offensiveness,Hate speech and offensive language,span,29,40,hate-filled,exact,0.79,"Describes the account as driven by hate, implying hateful/offensive language",openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::1,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,1,This appears to be a classic hate-filled troll account.  100% of the 3 messages I reviewed were offensive.,Patterns of behavior,Consistent offensive behavior,span,57,106,100% of the 3 messages I reviewed were offensive.,exact,0.96,"States that all reviewed messages were offensive, indicating a repeated pattern",openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::1,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,1,This appears to be a classic hate-filled troll account.  100% of the 3 messages I reviewed were offensive.,Patterns of behavior,Troll or bot,span,21,54,classic hate-filled troll account,exact,0.93,Explicitly labels the account as a troll account,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::2,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,2,All but 1 message that I reviewed had clearly offensive content.  There were threats of violence included.,Patterns of behavior,Consistent offensive behavior,span,0,64,All but 1 message that I reviewed had clearly offensive content.,exact,0.94,"States that nearly every message reviewed was offensive, indicating a repeated pattern.",openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::2,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,2,All but 1 message that I reviewed had clearly offensive content.  There were threats of violence included.,Patterns of behavior,Majority offesnive,span,0,64,All but 1 message that I reviewed had clearly offensive content.,exact,0.95,"Explicitly notes that all but one message were offensive, i.e., the clear majority.",openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::2,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,2,All but 1 message that I reviewed had clearly offensive content.  There were threats of violence included.,Type of offensiveness,Threats of violence,span,66,106,There were threats of violence included.,exact,1.0,Directly mentions threats of violence as part of the content.,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::3,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,3,"While not all of the messages I reviewed were offensive, there were definitely a number of posts that included personal attacks on others.",Type of offensiveness,Hate speech and offensive language,span,111,137,personal attacks on others,exact,0.93,Explicitly mentions personal attacks as the issue,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::3,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,3,"While not all of the messages I reviewed were offensive, there were definitely a number of posts that included personal attacks on others.",Patterns of behavior,Mix of offensive and non-offensive,span,0,96,"While not all of the messages I reviewed were offensive, there were definitely a number of posts",exact,0.88,States that some messages were offensive and some were not,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::4,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,4,"While all of the messages I reviewed were not offensive, 1 included a threat to kill someone and in continuing to review, I found that a total of 3 out of the 11 messages include direct threats to kill someone.",Type of offensiveness,Threats of violence,span,59,92,included a threat to kill someone,exact,0.96,Explicitly mentions a threat to kill as part of the justification,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::4,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,4,"While all of the messages I reviewed were not offensive, 1 included a threat to kill someone and in continuing to review, I found that a total of 3 out of the 11 messages include direct threats to kill someone.",Type of offensiveness,Death wish,span,186,209,threats to kill someone,exact,0.94,Directly refers to threats to kill a person,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::4,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,4,"While all of the messages I reviewed were not offensive, 1 included a threat to kill someone and in continuing to review, I found that a total of 3 out of the 11 messages include direct threats to kill someone.",Patterns of behavior,Consistent offensive behavior,span,135,210,a total of 3 out of the 11 messages include direct threats to kill someone.,exact,0.92,"Describes multiple messages containing direct threats, indicating a repeated pattern",openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::5,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,5,None of the messages I read from this account included anything that could be deemed as offensive.,Type of offensiveness,No offensive content,span,69,97,could be deemed as offensive,exact,0.96,explicitly states that nothing in the messages was offensive,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
e84772f8-0104-4148-af15-e5424ff40caa::1,e84772f8-0104-4148-af15-e5424ff40caa,1,There's no way to read that and not thing it's homophobic and toxic.,Type of offensiveness,Hate speech and offensive language,span,47,67,homophobic and toxic,exact,0.96,"Explicitly characterizes the content as homophobic, indicating hate/offensive speech.",openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
e84772f8-0104-4148-af15-e5424ff40caa::2,e84772f8-0104-4148-af15-e5424ff40caa,2,"Toxic, violent, homophobic, and creates a distressing social environment.",Type of offensiveness,Hate speech and offensive language,span,16,26,homophobic,exact,0.95,"Explicitly labels the content as homophobic, which falls under hate speech/offensive language.",openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
e84772f8-0104-4148-af15-e5424ff40caa::2,e84772f8-0104-4148-af15-e5424ff40caa,2,"Toxic, violent, homophobic, and creates a distressing social environment.",Justifications,negative consequences,span,32,73,creates a distressing social environment.,exact,0.96,Describes broader harmful impact on the social environment beyond the immediate content.,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
e84772f8-0104-4148-af15-e5424ff40caa::3,e84772f8-0104-4148-af15-e5424ff40caa,3,Homophobic and sexist.,Type of offensiveness,Hate speech and offensive language,span,0,22,Homophobic and sexist.,exact,0.96,"Explicitly describes homophobic and sexist content, which falls under hate speech/offensive language.",openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
e84772f8-0104-4148-af15-e5424ff40caa::4,e84772f8-0104-4148-af15-e5424ff40caa,4,Threatening physical harm is grounds to suspend someone in my book.,Type of offensiveness,Threats of violence,span,0,25,Threatening physical harm,exact,0.96,explicitly mentions a threat of physical harm as the basis for suspension,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
e84772f8-0104-4148-af15-e5424ff40caa::5,e84772f8-0104-4148-af15-e5424ff40caa,5,Seems like a wholesome person.,Type of offensiveness,No offensive content,span,13,29,wholesome person,exact,0.69,Describing the person as wholesome implies the viewed messages were harmless and inoffensive.,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
d2896f75-14d8-4919-9a39-2a071986d954::1,d2896f75-14d8-4919-9a39-2a071986d954,1,"This person was writing pretty foul things, and insulting animals is a no go",Type of offensiveness,Hate speech and offensive language,span,16,76,"writing pretty foul things, and insulting animals is a no go",exact,0.9,"Describes foul, insulting language as the basis for suspension",openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
d2896f75-14d8-4919-9a39-2a071986d954::2,d2896f75-14d8-4919-9a39-2a071986d954,2,Theres a lot of suspicious messages but it just got worse the more I read it.,Patterns of behavior,Consistent offensive behavior,span,0,77,Theres a lot of suspicious messages but it just got worse the more I read it.,exact,0.79,"Describes numerous suspicious messages that increase in severity over multiple readings, indicating a repeated pattern.",openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
d2896f75-14d8-4919-9a39-2a071986d954::3,d2896f75-14d8-4919-9a39-2a071986d954,3,I think this account was being homophobic but otherwise the messages were wack,Type of offensiveness,Hate speech and offensive language,span,25,41,being homophobic,exact,0.96,"Explicitly describes the account as homophobic, which falls under hate speech/offensive language",openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
d2896f75-14d8-4919-9a39-2a071986d954::4,d2896f75-14d8-4919-9a39-2a071986d954,4,I felt like this account was going through it and probably had a rlly bad week. Nothing too foul,Justifications,Appeal to intent,span,29,78,going through it and probably had a rlly bad week,exact,0.93,Explains the posts by the user’s difficult state of mind rather than their character,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
d2896f75-14d8-4919-9a39-2a071986d954::4,d2896f75-14d8-4919-9a39-2a071986d954,4,I felt like this account was going through it and probably had a rlly bad week. Nothing too foul,Justifications,Not too offensive,span,80,96,Nothing too foul,exact,0.9,States content was somewhat offensive but not enough to warrant stronger action,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
d2896f75-14d8-4919-9a39-2a071986d954::5,d2896f75-14d8-4919-9a39-2a071986d954,5,Just a normal person writing really normal things,Type of offensiveness,No offensive content,span,29,49,really normal things,exact,0.86,"Describes the content as normal, implying absence of offensiveness",openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
d2896f75-14d8-4919-9a39-2a071986d954::5,d2896f75-14d8-4919-9a39-2a071986d954,5,Just a normal person writing really normal things,Patterns of behavior,Normal behavior,span,0,20,Just a normal person,exact,0.88,Characterizes the user and their behavior as normal,openai,gpt-5.1,calibrated,openai__gpt-5.1__calibrated__k12__n10,2026-09-09T23:52:29+00:00
