unit_id,user_id,account,unit_text,n_codes,codes,themes,unit_note,status,error,latency_s,input_tokens,output_tokens,from_cache,backend,model,prompt_variant,run_key,annotated_at
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::2,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,2,All but 1 message that I reviewed had clearly offensive content.  There were threats of violence included.,3,Threats of violence; Consistent offensive behavior; Majority offesnive,Type of offensiveness; Patterns of behavior,,ok,,3.747,1972,268,False,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::3,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,3,"While not all of the messages I reviewed were offensive, there were definitely a number of posts that included personal attacks on others.",3,Hate speech and offensive language; Consistent offensive behavior; Mix of offensive and non-offensive,Type of offensiveness; Patterns of behavior,,ok,,3.293,1976,213,False,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::4,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,4,"While all of the messages I reviewed were not offensive, 1 included a threat to kill someone and in continuing to review, I found that a total of 3 out of the 11 messages include direct threats to kill someone.",3,Threats of violence; Consistent offensive behavior; Mix of offensive and non-offensive,Type of offensiveness; Patterns of behavior,The phrase about all messages not being offensive appears to be a misstatement given the later mention of threats; coding based on the clear overall meaning that some are non-offensive and some contain threats.,ok,,4.257,1997,316,False,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::5,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,5,None of the messages I read from this account included anything that could be deemed as offensive.,2,No offensive content; Not offensive at all,Type of offensiveness; Reflection on the decision,Clear statement that all viewed content was inoffensive; both general inoffensiveness codes apply.,ok,,2.019,1969,133,False,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::1,e84772f8-0104-4148-af15-e5424ff40caa,1,There's no way to read that and not thing it's homophobic and toxic.,1,Hate speech and offensive language,Type of offensiveness,,ok,,2.224,1966,123,False,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::2,e84772f8-0104-4148-af15-e5424ff40caa,2,"Toxic, violent, homophobic, and creates a distressing social environment.",4,Hate speech and offensive language; Extreme offensive; Harm other person; negative consequences,Type of offensiveness; Justifications,,ok,,4.725,1967,300,False,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::3,e84772f8-0104-4148-af15-e5424ff40caa,3,Homophobic and sexist.,2,Hate speech and offensive language; derogatory remarks,Type of offensiveness,,ok,,3.198,1956,175,False,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::4,e84772f8-0104-4148-af15-e5424ff40caa,4,Threatening physical harm is grounds to suspend someone in my book.,3,Threats of violence; Harm other person; one message is enough (offensive),Type of offensiveness; Patterns of behavior,,ok,,5.518,1964,256,True,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::5,e84772f8-0104-4148-af15-e5424ff40caa,5,Seems like a wholesome person.,2,No offensive content; positive content,Type of offensiveness,,ok,,3.311,1957,159,False,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
d2896f75-14d8-4919-9a39-2a071986d954::1,d2896f75-14d8-4919-9a39-2a071986d954,1,"This person was writing pretty foul things, and insulting animals is a no go",1,Hate speech and offensive language,Type of offensiveness,,ok,,2.945,1967,156,False,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
d2896f75-14d8-4919-9a39-2a071986d954::2,d2896f75-14d8-4919-9a39-2a071986d954,2,Theres a lot of suspicious messages but it just got worse the more I read it.,1,Consistent offensive behavior,Patterns of behavior,"The participant uses 'suspicious' rather than explicitly 'offensive', but in the moderation context this implies repeated problematic behavior, so it was coded as Consistent offensive behavior.",ok,,5.045,1969,205,False,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
d2896f75-14d8-4919-9a39-2a071986d954::3,d2896f75-14d8-4919-9a39-2a071986d954,3,I think this account was being homophobic but otherwise the messages were wack,2,Hate speech and offensive language; Mix of offensive and non-offensive,Type of offensiveness; Patterns of behavior,,ok,,3.761,1967,224,False,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
d2896f75-14d8-4919-9a39-2a071986d954::4,d2896f75-14d8-4919-9a39-2a071986d954,4,I felt like this account was going through it and probably had a rlly bad week. Nothing too foul,2,Appeal to intent; Not too offensive,Justifications,,ok,,3.273,1973,189,False,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
d2896f75-14d8-4919-9a39-2a071986d954::5,d2896f75-14d8-4919-9a39-2a071986d954,5,Just a normal person writing really normal things,2,No offensive content; Normal behavior,Type of offensiveness; Patterns of behavior,"Decision outcome (e.g., do not suspend) is implied but not explicitly stated, so no decision code was applied.",ok,,3.192,1960,194,False,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
