unit_id,user_id,account,unit_text,theme,code,scope,start_offset,end_offset,quote,quote_match,confidence,reason,backend,model,prompt_variant,run_key,annotated_at
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::3,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,3,"While not all of the messages I reviewed were offensive, there were definitely a number of posts that included personal attacks on others.",Patterns of behavior,Mix of offensive and non-offensive,span,0,96,"While not all of the messages I reviewed were offensive, there were definitely a number of posts",exact,0.95,Directly contrasts non-offensive messages with offensive ones,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::4,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,4,"While all of the messages I reviewed were not offensive, 1 included a threat to kill someone and in continuing to review, I found that a total of 3 out of the 11 messages include direct threats to kill someone.",Type of offensiveness,Threats of violence,span,59,92,included a threat to kill someone,exact,1.0,Explicitly mentions threats to kill as the issue,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::4,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,4,"While all of the messages I reviewed were not offensive, 1 included a threat to kill someone and in continuing to review, I found that a total of 3 out of the 11 messages include direct threats to kill someone.",Patterns of behavior,Consistent offensive behavior,span,135,170,a total of 3 out of the 11 messages,exact,0.89,Quantifies multiple offensive messages indicating a pattern,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::4,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,4,"While all of the messages I reviewed were not offensive, 1 included a threat to kill someone and in continuing to review, I found that a total of 3 out of the 11 messages include direct threats to kill someone.",Patterns of behavior,Mix of offensive and non-offensive,span,0,92,"While all of the messages I reviewed were not offensive, 1 included a threat to kill someone",exact,0.86,Contrasts mostly non-offensive messages with at least one offensive threat,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::5,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,5,None of the messages I read from this account included anything that could be deemed as offensive.,Type of offensiveness,No offensive content,span,0,98,None of the messages I read from this account included anything that could be deemed as offensive.,exact,1.0,Explicitly states there was nothing offensive in the messages,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::5,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,5,None of the messages I read from this account included anything that could be deemed as offensive.,Reflection on the decision,Not offensive at all,span,0,98,None of the messages I read from this account included anything that could be deemed as offensive.,exact,0.9,Directly characterizes all reviewed messages as not offensive,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::1,e84772f8-0104-4148-af15-e5424ff40caa,1,There's no way to read that and not thing it's homophobic and toxic.,Type of offensiveness,Hate speech and offensive language,span,42,67,it's homophobic and toxic,exact,0.98,"Explicitly characterizes the content as homophobic and toxic, indicating hate/offensive speech",openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::2,e84772f8-0104-4148-af15-e5424ff40caa,2,"Toxic, violent, homophobic, and creates a distressing social environment.",Type of offensiveness,Hate speech and offensive language,span,16,26,homophobic,exact,0.98,"Explicitly cites homophobia as a reason, which falls under hate speech/offensive language",openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::2,e84772f8-0104-4148-af15-e5424ff40caa,2,"Toxic, violent, homophobic, and creates a distressing social environment.",Type of offensiveness,Extreme offensive,span,0,26,"Toxic, violent, homophobic",exact,0.83,"Describes the content as toxic, violent, and homophobic, indicating extremely offensive messages",openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::2,e84772f8-0104-4148-af15-e5424ff40caa,2,"Toxic, violent, homophobic, and creates a distressing social environment.",Type of offensiveness,Harm other person,span,32,72,creates a distressing social environment,exact,0.86,States that the behavior impacts others by creating a distressing environment,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::2,e84772f8-0104-4148-af15-e5424ff40caa,2,"Toxic, violent, homophobic, and creates a distressing social environment.",Justifications,negative consequences,span,32,72,creates a distressing social environment,exact,0.9,Links the content to broader harmful consequences in the social environment,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::3,e84772f8-0104-4148-af15-e5424ff40caa,3,Homophobic and sexist.,Type of offensiveness,Hate speech and offensive language,span,0,22,Homophobic and sexist.,exact,1.0,"Explicitly labels content as homophobic and sexist, which are forms of hate speech/offensive language.",openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::3,e84772f8-0104-4148-af15-e5424ff40caa,3,Homophobic and sexist.,Type of offensiveness,derogatory remarks,span,0,22,Homophobic and sexist.,exact,0.86,"Describes the content as negative and derogatory toward groups, fitting derogatory remarks.",openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::4,e84772f8-0104-4148-af15-e5424ff40caa,4,Threatening physical harm is grounds to suspend someone in my book.,Type of offensiveness,Threats of violence,span,0,25,Threatening physical harm,exact,1.0,Explicitly states that threatening physical harm is the issue,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::4,e84772f8-0104-4148-af15-e5424ff40caa,4,Threatening physical harm is grounds to suspend someone in my book.,Type of offensiveness,Harm other person,span,12,25,physical harm,exact,0.71,References physical harm as the problematic behavior,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::4,e84772f8-0104-4148-af15-e5424ff40caa,4,Threatening physical harm is grounds to suspend someone in my book.,Patterns of behavior,one message is enough (offensive),span,0,55,Threatening physical harm is grounds to suspend someone,exact,0.86,States that a single instance of threatening physical harm justifies suspension,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::5,e84772f8-0104-4148-af15-e5424ff40caa,5,Seems like a wholesome person.,Type of offensiveness,No offensive content,span,0,30,Seems like a wholesome person.,exact,0.93,Describes the account positively and implies absence of offensiveness.,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
e84772f8-0104-4148-af15-e5424ff40caa::5,e84772f8-0104-4148-af15-e5424ff40caa,5,Seems like a wholesome person.,,positive content,span,0,30,Seems like a wholesome person.,exact,0.86,"Characterises the person/content as wholesome, i.e., positively.",openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
d2896f75-14d8-4919-9a39-2a071986d954::1,d2896f75-14d8-4919-9a39-2a071986d954,1,"This person was writing pretty foul things, and insulting animals is a no go",Type of offensiveness,Hate speech and offensive language,span,16,42,writing pretty foul things,exact,0.82,"Describes the content as foul and insulting, indicating offensive language and personal attacks",openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
d2896f75-14d8-4919-9a39-2a071986d954::2,d2896f75-14d8-4919-9a39-2a071986d954,2,Theres a lot of suspicious messages but it just got worse the more I read it.,Patterns of behavior,Consistent offensive behavior,span,0,77,Theres a lot of suspicious messages but it just got worse the more I read it.,exact,0.74,Describes many problematic messages and an escalating pattern across the account,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
d2896f75-14d8-4919-9a39-2a071986d954::3,d2896f75-14d8-4919-9a39-2a071986d954,3,I think this account was being homophobic but otherwise the messages were wack,Type of offensiveness,Hate speech and offensive language,span,25,41,being homophobic,exact,0.96,"Explicitly labels the content as homophobic, which is identity-based hate/offensive language",openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
d2896f75-14d8-4919-9a39-2a071986d954::3,d2896f75-14d8-4919-9a39-2a071986d954,3,I think this account was being homophobic but otherwise the messages were wack,Patterns of behavior,Mix of offensive and non-offensive,span,42,78,but otherwise the messages were wack,exact,0.7,"Contrasts the homophobic content with other messages, suggesting a mix of types of content",openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
d2896f75-14d8-4919-9a39-2a071986d954::4,d2896f75-14d8-4919-9a39-2a071986d954,4,I felt like this account was going through it and probably had a rlly bad week. Nothing too foul,Justifications,Appeal to intent,span,29,78,going through it and probably had a rlly bad week,exact,0.96,Interprets the user’s behavior as due to a bad period/state of mind,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
d2896f75-14d8-4919-9a39-2a071986d954::4,d2896f75-14d8-4919-9a39-2a071986d954,4,I felt like this account was going through it and probably had a rlly bad week. Nothing too foul,Justifications,Not too offensive,span,80,96,Nothing too foul,exact,0.98,Explicitly acknowledges some level of offensiveness but below a concerning threshold,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
d2896f75-14d8-4919-9a39-2a071986d954::5,d2896f75-14d8-4919-9a39-2a071986d954,5,Just a normal person writing really normal things,Type of offensiveness,No offensive content,span,29,49,really normal things,exact,0.94,"Describes content as normal, implying harmless and inoffensive",openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
d2896f75-14d8-4919-9a39-2a071986d954::5,d2896f75-14d8-4919-9a39-2a071986d954,5,Just a normal person writing really normal things,Patterns of behavior,Normal behavior,span,0,49,Just a normal person writing really normal things,exact,0.96,Explicitly characterizes the user and their posts as normal,openai,gpt-5.1,codebook_only,openai__gpt-5.1__codebook_only,2026-09-09T18:28:34+00:00
