unit_id,user_id,account,unit_text,n_codes,codes,themes,unit_note,status,error,latency_s,input_tokens,output_tokens,from_cache,backend,model,prompt_variant,run_key,annotated_at
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::1,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,1,This appears to be a classic hate-filled troll account.  100% of the 3 messages I reviewed were offensive.,3,Troll or bot; Hate speech and offensive language; Consistent offensive behavior,Patterns of behavior; Type of offensiveness,,ok,,10.819,1764,155,False,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::2,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,2,All but 1 message that I reviewed had clearly offensive content.  There were threats of violence included.,3,Threats of violence; Consistent offensive behavior; Harm other person,Type of offensiveness; Patterns of behavior,,ok,,17.412,1758,222,False,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::3,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,3,"While not all of the messages I reviewed were offensive, there were definitely a number of posts that included personal attacks on others.",2,Hate speech and offensive language; Mix of offensive and non-offensive,Type of offensiveness; Patterns of behavior,,ok,,18.548,1762,188,False,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::4,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,4,"While all of the messages I reviewed were not offensive, 1 included a threat to kill someone and in continuing to review, I found that a total of 3 out of the 11 messages include direct threats to kill someone.",4,No offensive content; Threats of violence; Consistent offensive behavior; negative consequences,Type of offensiveness; Patterns of behavior; Justifications,,ok,,21.581,1784,303,False,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
cba4cf31-c885-4ce4-b1f4-8eafe6b74168::5,cba4cf31-c885-4ce4-b1f4-8eafe6b74168,5,None of the messages I read from this account included anything that could be deemed as offensive.,1,No offensive content,Type of offensiveness,,ok,,16.217,1755,44,False,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
e84772f8-0104-4148-af15-e5424ff40caa::1,e84772f8-0104-4148-af15-e5424ff40caa,1,There's no way to read that and not thing it's homophobic and toxic.,2,Hate speech and offensive language; No offensive content,Type of offensiveness,,ok,,8.457,1753,94,False,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
e84772f8-0104-4148-af15-e5424ff40caa::2,e84772f8-0104-4148-af15-e5424ff40caa,2,"Toxic, violent, homophobic, and creates a distressing social environment.",3,Hate speech and offensive language; Threats of violence; negative consequences,Type of offensiveness; Justifications,,ok,,11.378,1752,123,False,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
e84772f8-0104-4148-af15-e5424ff40caa::3,e84772f8-0104-4148-af15-e5424ff40caa,3,Homophobic and sexist.,1,Hate speech and offensive language,Type of offensiveness,,ok,,10.169,1742,62,False,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
e84772f8-0104-4148-af15-e5424ff40caa::4,e84772f8-0104-4148-af15-e5424ff40caa,4,Threatening physical harm is grounds to suspend someone in my book.,1,Threats of violence,Type of offensiveness,,ok,,7.44,1751,54,True,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
e84772f8-0104-4148-af15-e5424ff40caa::5,e84772f8-0104-4148-af15-e5424ff40caa,5,Seems like a wholesome person.,2,No offensive content; Calm and thoughtful,Type of offensiveness; Positive content,,ok,,9.641,1744,109,False,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::1,d2896f75-14d8-4919-9a39-2a071986d954,1,"This person was writing pretty foul things, and insulting animals is a no go",3,Hate speech and offensive language; Not too offensive; Harm other person,Type of offensiveness; Justifications,,ok,,40.574,1752,887,False,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::2,d2896f75-14d8-4919-9a39-2a071986d954,2,Theres a lot of suspicious messages but it just got worse the more I read it.,2,Consistent offensive behavior; Extreme offensive,Patterns of behavior; Type of offensiveness,,ok,,40.338,1755,97,False,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::3,d2896f75-14d8-4919-9a39-2a071986d954,3,I think this account was being homophobic but otherwise the messages were wack,2,Hate speech and offensive language; Mix of offensive and non-offensive,Type of offensiveness; Patterns of behavior,,ok,,12.79,1751,149,False,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::4,d2896f75-14d8-4919-9a39-2a071986d954,4,I felt like this account was going through it and probably had a rlly bad week. Nothing too foul,2,Appeal to intent; Not too offensive,Justifications,,ok,,12.913,1758,103,False,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
d2896f75-14d8-4919-9a39-2a071986d954::5,d2896f75-14d8-4919-9a39-2a071986d954,5,Just a normal person writing really normal things,2,No offensive content; Normal behavior,Type of offensiveness; Patterns of behavior,,ok,,10.89,1745,99,False,ollama,qwen3.5:latest,codebook_only,ollama__qwen3.5-latest__codebook_only,2026-09-09T15:41:57+00:00
