user_id,condition,user_finish_id,account,accountsOrder,justification,aor,num_messages,account_suspension,account_confidence,account_duration
9d384bf9-0a29-43d2-8ca8-9de6189f801f,crowd,eed831,5,45213,The messages did not contain explicit or hurtful language.,0.0,4,Do not suspend,4.0,10.543
08ef00b7-726c-4aab-a082-e05e6afa8d42,crowd,36a702,1,12345,"This account continually made threatening and hostile posts. They used horrible slurs and told people to ""die.""",1.0,3,Suspend,5.0,21.7
08ef00b7-726c-4aab-a082-e05e6afa8d42,crowd,36a702,2,12345,"Used slurs, threatened people with shooting them in the head. I think that's quite enough to suspend, to be honest. Literal death threats.",0.75,5,Suspend,5.0,4.525
08ef00b7-726c-4aab-a082-e05e6afa8d42,crowd,36a702,3,12345,Used slurs and harassed people. Hurled racist and denigrating epithets at other users. Incredibly offensive.,0.5,9,Suspend,4.0,7.61
08ef00b7-726c-4aab-a082-e05e6afa8d42,crowd,36a702,4,12345,"While only two of the messages I reviewed were marked offensive, they were marked that way because this person threatened to kill someone in each. That's horrifying and worthy of suspension.",0.25,7,Suspend,3.99,5.292
08ef00b7-726c-4aab-a082-e05e6afa8d42,crowd,36a702,5,12345,I went through 8 of this accounts messages and did not find anything that was even remotely offensive. There was no reason to suspend this account.,0.0,8,Do not suspend,5.0,5.761
f41b00b4-7732-418f-8cca-0fa9521a527f,control,acd0ff,1,15342,"Calling someone a slur, and wishing for them to die is awful, and super grounds for a suspension.",1.0,1,Suspend,5.0,5.762
f41b00b4-7732-418f-8cca-0fa9521a527f,control,acd0ff,2,15342,"Sending threats to people, and calling them names multiple times are counts for suspensions.",0.75,3,Suspend,5.0,6.349
f41b00b4-7732-418f-8cca-0fa9521a527f,control,acd0ff,3,15342,"Calling people names, attacking their family's, and just being awful are reason for suspension.",0.5,3,Suspend,5.0,4.149
f41b00b4-7732-418f-8cca-0fa9521a527f,control,acd0ff,4,15342,"Telling someone they are going to kill them, then calling them names are ground for suspension.",0.25,3,Suspend,5.0,5.285
f41b00b4-7732-418f-8cca-0fa9521a527f,control,acd0ff,5,15342,"Their messages were super positive, and were normal, there's no reason for suspension.",0.0,3,Do not suspend,5.0,5.676
90613436-e890-4ab2-9863-e7e49eb7122d,ai,b57cc5,1,21534,Every message I saw was offensive. This person is just offensive overall.,1.0,3,Suspend,5.0,3.822
90613436-e890-4ab2-9863-e7e49eb7122d,ai,b57cc5,2,21534,They had several instances of offensive languages. There is not room for this kind of languuage,0.75,2,Suspend,5.0,6.627
90613436-e890-4ab2-9863-e7e49eb7122d,ai,b57cc5,3,21534,This person had a mixture of offensive and non offensive messages. But I think they have more offensive messages and it should lead to a suspended account.,0.5,6,Suspend,3.99,24.993
90613436-e890-4ab2-9863-e7e49eb7122d,ai,b57cc5,4,21534,The person had one offensive message and the rest were non offensive. I am thinking of not suspended the account but I am not too sure,0.25,6,Do not suspend,2.59,7.209
90613436-e890-4ab2-9863-e7e49eb7122d,ai,b57cc5,5,21534,This person didnt have any offensive postings. I think they are a good user. No reason to suspend.,0.0,3,Do not suspend,5.0,4.514
0ffbd9e8-1b9f-49dc-9037-61c90a1fcb14,crowd,160daa,1,14235,"The first message was already incredibly offensive (slurs, death threats) but I decided to look at another one just to confirm if it needed to be suspended. Considering the second message was threatening harm towards a dog, it made sense to suspend.",1.0,2,Suspend,5.0,3.808
0ffbd9e8-1b9f-49dc-9037-61c90a1fcb14,crowd,160daa,2,14235,"Immediately saw the graphic death threat and decided to suspend. After having done two accounts already, I felt justified suspending without looking at other messages.",0.75,1,Suspend,5.0,3.645
0ffbd9e8-1b9f-49dc-9037-61c90a1fcb14,crowd,160daa,3,14235,"Immediate slur x2 was used along with homophobic misinformation, so I immediately decided to suspend the account. One tweet is hateful enough to warrant the suspension.",0.5,1,Suspend,5.0,3.844
0ffbd9e8-1b9f-49dc-9037-61c90a1fcb14,crowd,160daa,4,14235,"The first and second messages were not offensive but I still couldn't get a good feel for the account. The third message, with the death threat and slur, made it glaringly obvious that the account needed to be suspended.",0.25,3,Suspend,4.0,5.643
0ffbd9e8-1b9f-49dc-9037-61c90a1fcb14,crowd,160daa,5,14235,This is the only account I didn't suspend and I kept clicking on more messages to be extra sure it didn't have anything bad. It's easier to identify an account that needs to be suspended than one that's clean because you only need one hateful tweet.,0.0,8,Do not suspend,4.0,4.097
4f48f1a1-52d1-46dc-87c7-f1ed1f64c83f,ai,01ee8c,1,35421,Hoping or wishing death upon someone and calling offensive names.,1.0,3,Suspend,5.0,2.909
4f48f1a1-52d1-46dc-87c7-f1ed1f64c83f,ai,01ee8c,2,35421,Threatening to shoot and kill someone and making homophobic and offensive comments.,0.75,4,Suspend,4.97,3.362
4f48f1a1-52d1-46dc-87c7-f1ed1f64c83f,ai,01ee8c,3,35421,Making homophobic comments,0.5,5,Suspend,4.53,3.914
4f48f1a1-52d1-46dc-87c7-f1ed1f64c83f,ai,01ee8c,4,35421,Threatening to kill someone should be an automatic suspension.,0.25,7,Suspend,4.96,3.546
4f48f1a1-52d1-46dc-87c7-f1ed1f64c83f,ai,01ee8c,5,35421,There are no offensive comments toward anything or anyone.,0.0,3,Do not suspend,4.92,4.014
4f09b2ed-7a8b-4d32-b64a-b6b75e5db72f,ai,219e1e,1,21453,All of the messages from this account are offensive.,1.0,6,Suspend,4.94,5.561
4f09b2ed-7a8b-4d32-b64a-b6b75e5db72f,ai,219e1e,2,21453,This account had multiple offensive messages.,0.75,4,Suspend,4.93,5.49
4f09b2ed-7a8b-4d32-b64a-b6b75e5db72f,ai,219e1e,3,21453,About half of the messages from this account were offensive.,0.5,7,Suspend,4.78,4.709
4f09b2ed-7a8b-4d32-b64a-b6b75e5db72f,ai,219e1e,4,21453,This account had one offensive message and multiple not offensive messages.,0.25,6,Do not suspend,3.1,6.398
4f09b2ed-7a8b-4d32-b64a-b6b75e5db72f,ai,219e1e,5,21453,This account had no offensive messages that I found.,0.0,7,Do not suspend,4.92,5.264
709e0d0c-1354-43ff-a628-ef4a2981b0c8,crowd,c5d1c3,1,51243,They were calling other people offensive names and wishing/threatening death.,1.0,2,Suspend,5.0,4.023
709e0d0c-1354-43ff-a628-ef4a2981b0c8,crowd,c5d1c3,2,51243,"Very threatening message that is worthy of suspension and probably more, such as actually reporting it to the police. ",0.75,1,Suspend,5.0,5.303
709e0d0c-1354-43ff-a628-ef4a2981b0c8,crowd,c5d1c3,3,51243,"Many offensive messages, specially messages one and three. message two seemed normal but the majority of the messages were very rude",0.5,3,Suspend,3.94,4.037
709e0d0c-1354-43ff-a628-ef4a2981b0c8,crowd,c5d1c3,4,51243,I was really not sure of this. Message three made me think of suspending them but all the other messages seemed relatively normal so I wasn't sure.,0.25,7,Do not suspend,1.55,4.334
709e0d0c-1354-43ff-a628-ef4a2981b0c8,crowd,c5d1c3,5,51243,"they didn't seem to have any messages that were worthy of suspension, nothing threatening or offensive.",0.0,4,Do not suspend,4.9,4.257
782fbcf9-8a0c-449e-aa3c-b0107a40661f,control,09b4d5,1,32541,All of the messages I viewed were offensive in nature so I did not hesitate to suspend the user.,1.0,3,Suspend,5.0,3.562
782fbcf9-8a0c-449e-aa3c-b0107a40661f,control,09b4d5,2,32541,Most of the users posts that I saw were offensive and calling other users slurs. That kind of behavior should not be tolerated on a social media platform,0.75,5,Suspend,4.51,3.872
782fbcf9-8a0c-449e-aa3c-b0107a40661f,control,09b4d5,3,32541,There was a mix of offensive and not offensive messages but the offensive ones were worthy of suspension. Sending slurs to other users should not be tolerated,0.5,7,Suspend,3.84,5.178
782fbcf9-8a0c-449e-aa3c-b0107a40661f,control,09b4d5,4,32541,"While most of the user's posts are inoffensive, telling another user they will kill them should not be tolerated at all. That is why I wrote to have them suspended",0.25,7,Suspend,4.36,6.923
782fbcf9-8a0c-449e-aa3c-b0107a40661f,control,09b4d5,5,32541,This user was inoffensive and I do not see how they would be up for an account suspension,0.0,5,Do not suspend,5.0,3.546
a4225b3b-aa17-483f-92ea-86b713502084,control,32860f,1,54123,Name calling and hate speech,1.0,3,Suspend,5.0,5.994
a4225b3b-aa17-483f-92ea-86b713502084,control,32860f,2,54123,Threatens violence,0.75,4,Suspend,5.0,4.75
a4225b3b-aa17-483f-92ea-86b713502084,control,32860f,3,54123,Name calling and hate speech,0.5,5,Suspend,5.0,4.451
a4225b3b-aa17-483f-92ea-86b713502084,control,32860f,4,54123,He is giving an opinion and that isn't offensive to anyone.,0.25,5,Do not suspend,5.0,5.897
a4225b3b-aa17-483f-92ea-86b713502084,control,32860f,5,54123,Very positive message.,0.0,3,Do not suspend,4.99,6.575
4ce9fdca-f773-40a4-adce-db2117795fa0,ai,0a1ed8,1,35124,bullying and hate speach,1.0,2,Suspend,4.92,4.013
4ce9fdca-f773-40a4-adce-db2117795fa0,ai,0a1ed8,2,35124,threat of violence and use of slurs and bullying,0.75,2,Suspend,4.91,3.604
4ce9fdca-f773-40a4-adce-db2117795fa0,ai,0a1ed8,3,35124,use of slurs and bullying,0.5,3,Suspend,4.78,4.018
4ce9fdca-f773-40a4-adce-db2117795fa0,ai,0a1ed8,4,35124,suggesting someone comit suicide is never acceptable,0.25,3,Suspend,4.91,3.381
4ce9fdca-f773-40a4-adce-db2117795fa0,ai,0a1ed8,5,35124,after 5 messages they all seemed not offensive,0.0,5,Do not suspend,4.64,3.932
94d90d90-65c3-49e7-a62d-e1b7738e20c8,control,43fa8a,1,53124,the first 3 messages were offensive and i didnt think i needed to see anymore messages from this person,1.0,3,Suspend,5.0,10.168
94d90d90-65c3-49e7-a62d-e1b7738e20c8,control,43fa8a,2,53124,3 out of 4 messages were offensive,0.75,4,Suspend,5.0,15.98
94d90d90-65c3-49e7-a62d-e1b7738e20c8,control,43fa8a,3,53124,within the first 5 messages the majority of them were offensive,0.5,5,Suspend,4.0,11.551
94d90d90-65c3-49e7-a62d-e1b7738e20c8,control,43fa8a,4,53124,at first the messages were fine but the 3rd message was offensive and i was just basing my decisions on the first 5 messages but decided to check a few more and found one more offensive message and figured that was worth suspending the account,0.25,7,Suspend,4.0,29.607
94d90d90-65c3-49e7-a62d-e1b7738e20c8,control,43fa8a,5,53124,cause there wasnt anything within the first 5 messages that i thought was offensive,0.0,5,Do not suspend,4.0,13.452
aa5cb870-033b-4d17-adf8-30945b301a09,crowd,8aeb91,1,53214,"Account 4 was suspended due to consistent use of highly offensive language, including derogatory slurs, threats, and abusive comments. The repeated and severe nature of the offensive content violates community guidelines.",1.0,5,Suspend,5.0,8.09
aa5cb870-033b-4d17-adf8-30945b301a09,crowd,8aeb91,2,53214,"Account 3 was suspended due to multiple offensive messages, including violent threats and derogatory language. The severity of these violations clearly breaches community guidelines and necessitates suspension to maintain a safe environment.



",0.75,3,Suspend,4.98,4.288
aa5cb870-033b-4d17-adf8-30945b301a09,crowd,8aeb91,3,53214,"Account 2 was suspended due to multiple offensive messages, including hate speech, derogatory language, and personal attacks. The repeated violations of community guidelines and the severity of the content justify this decision to ensure a respectful",0.5,5,Suspend,4.81,8.864
aa5cb870-033b-4d17-adf8-30945b301a09,crowd,8aeb91,4,53214,Account 5 was not suspended due to the majority of its content being non-offensive and supportive. Despite one message containing a violent threat.,0.25,4,Do not suspend,4.99,5.29
aa5cb870-033b-4d17-adf8-30945b301a09,crowd,8aeb91,5,53214,"The reviewed message from Account 1 is positive and expresses gratitude without any offensive content. Since it aligns with constructive social interaction and does not violate content guidelines, there is no reason to suspend the account.",0.0,1,Do not suspend,4.99,10.106
e1155a7e-7ace-4083-adcf-27d2ae8bdd4c,control,7caa1a,1,52134,this person is using derogatory and demeaning phrases which is never okay. any sort of death threats should not be taking lightly no matter what's the case.,1.0,8,Suspend,5.0,7.07
e1155a7e-7ace-4083-adcf-27d2ae8bdd4c,control,7caa1a,2,52134,the use of death threats no matter what the case is NOT okay in any circumstance. these made me sick to my stomach just reading them and not knowing if this person is actually capable of doing them.,0.75,12,Suspend,4.03,6.672
e1155a7e-7ace-4083-adcf-27d2ae8bdd4c,control,7caa1a,3,52134,clear racism and family death threats and name calling. all things that should be considered being banned from any social media platforms and looked into for therapy.,0.5,13,Suspend,3.62,5.971
e1155a7e-7ace-4083-adcf-27d2ae8bdd4c,control,7caa1a,4,52134,possibly just ssome angry texts but wasnt literal. still not to be taken lightly but can also just be nothing...,0.25,14,Do not suspend,4.21,6.324
e1155a7e-7ace-4083-adcf-27d2ae8bdd4c,control,7caa1a,5,52134,He/she are just projecting their own views and not bashing or using vulgar language in the process or threatening anyone.,0.0,5,Do not suspend,4.84,10.599
085d298b-177c-4887-9819-8f10cad90ff4,control,1ef99f,1,53214,This is very offensive and should not be said to anyone.,1.0,1,Suspend,4.94,4.918
085d298b-177c-4887-9819-8f10cad90ff4,control,1ef99f,2,53214,This is a threat and should be taken seriously. I would probably call the police. People need to learn they cannot talk like this.,0.75,1,Suspend,4.98,4.044
085d298b-177c-4887-9819-8f10cad90ff4,control,1ef99f,3,53214,This is extremely offensive even if it doesn't concern you or your loved ones. It is pure hatred and should not be tolerated.,0.5,1,Suspend,4.98,3.715
085d298b-177c-4887-9819-8f10cad90ff4,control,1ef99f,4,53214,It took a few tweets to see how this person behaved. I stand my my suspension as they threaten on the last message.,0.25,3,Suspend,4.57,3.728
085d298b-177c-4887-9819-8f10cad90ff4,control,1ef99f,5,53214,There was nothing offensive about this message.,0.0,1,Do not suspend,5.0,4.626
f6855f0d-9705-4cd9-a67c-ee8cd8d73460,ai,6bd71b,1,34125,account 3 used foul words but it seems like he was being bothered,1.0,6,Do not suspend,3.39,4.347
f6855f0d-9705-4cd9-a67c-ee8cd8d73460,ai,6bd71b,2,34125,i suspended his account because he was giving death threats,0.75,1,Suspend,4.22,4.771
f6855f0d-9705-4cd9-a67c-ee8cd8d73460,ai,6bd71b,3,34125,Account 1 continually used foul words,0.5,5,Suspend,4.07,10.26
f6855f0d-9705-4cd9-a67c-ee8cd8d73460,ai,6bd71b,4,34125,account 2 also continually used foul words,0.25,7,Suspend,3.93,7.185
f6855f0d-9705-4cd9-a67c-ee8cd8d73460,ai,6bd71b,5,34125,he/she seems like a nice person and didn't say anything disturbing,0.0,7,Do not suspend,4.44,4.668
fe9e984d-79b5-46f6-bea2-3b18b9993370,control,d9f9f4,1,45231,They wished cancer on someone and said hate speech as well.,1.0,3,Suspend,5.0,3.374
fe9e984d-79b5-46f6-bea2-3b18b9993370,control,d9f9f4,2,45231,They said hate speech and threatened to kill someone.,0.75,2,Suspend,5.0,2.678
fe9e984d-79b5-46f6-bea2-3b18b9993370,control,d9f9f4,3,45231,They said hate speech and slurs.,0.5,4,Suspend,4.03,5.32
fe9e984d-79b5-46f6-bea2-3b18b9993370,control,d9f9f4,4,45231,They said offensive things at least two times and threatened to kill someone.,0.25,3,Suspend,5.0,3.992
fe9e984d-79b5-46f6-bea2-3b18b9993370,control,d9f9f4,5,45231,I looked at four different messages and nothing was offensive to me.,0.0,4,Do not suspend,5.0,4.257
44c5e862-bfc8-45a3-921f-1ca8b6805aab,control,0964f8,1,43125,All reviewed messages were too harsh,1.0,3,Suspend,5.0,4.304
44c5e862-bfc8-45a3-921f-1ca8b6805aab,control,0964f8,2,43125,Messages were too dangerous,0.75,5,Suspend,4.96,3.147
44c5e862-bfc8-45a3-921f-1ca8b6805aab,control,0964f8,3,43125,Contained several highly-rated harmful messages,0.5,9,Suspend,3.88,3.938
44c5e862-bfc8-45a3-921f-1ca8b6805aab,control,0964f8,4,43125,Contained several harmful messages,0.25,11,Suspend,3.03,12.614
44c5e862-bfc8-45a3-921f-1ca8b6805aab,control,0964f8,5,43125,All reviewed messages were friendly,0.0,4,Do not suspend,4.98,3.385
88879a30-8734-4993-8d03-16a361feecef,ai,249679,1,34521,"This person uses inappropriate language and is speaking in a hateful, threatening manner. Their account should be suspended.",1.0,2,Suspend,5.0,4.843
88879a30-8734-4993-8d03-16a361feecef,ai,249679,2,34521,This person is threatening violence towards another person and using inappropriate language and cuss words. Two of the three messages I viewed contain hateful content and this person's account should definitely be suspended.,0.75,4,Suspend,5.0,4.547
88879a30-8734-4993-8d03-16a361feecef,ai,249679,3,34521,"This person used offensive language, faggot and fag. It's obviously inappropriate.",0.5,1,Suspend,5.0,8.823
88879a30-8734-4993-8d03-16a361feecef,ai,249679,4,34521,"There's nothing in these posts that people would find offensive. Whoever this person blocked for having tweets without evidence might be upset that they were blocked, but that's not a reason to suspend an account.",0.25,2,Do not suspend,5.0,7.874
88879a30-8734-4993-8d03-16a361feecef,ai,249679,5,34521,"There's nothing but positive content in these posts, and there's no reason to suspend this person's account.",0.0,2,Do not suspend,5.0,5.903
d00d109f-0e94-4f8a-90d8-42ef0a3a705d,ai,e124c5,1,54231,Very terrible tweet,1.0,1,Suspend,3.63,6.973
d00d109f-0e94-4f8a-90d8-42ef0a3a705d,ai,e124c5,2,54231,Was a threat,0.75,1,Suspend,5.0,5.531
d00d109f-0e94-4f8a-90d8-42ef0a3a705d,ai,e124c5,3,54231,It was not all that harsh,0.5,1,Do not suspend,3.25,7.729
d00d109f-0e94-4f8a-90d8-42ef0a3a705d,ai,e124c5,4,54231,Was not to that extend to be suspended,0.25,1,Do not suspend,4.41,8.281
d00d109f-0e94-4f8a-90d8-42ef0a3a705d,ai,e124c5,5,54231,Every one deserves a second channce,0.0,1,Do not suspend,4.76,7.545
a37571ff-8f28-4459-935f-08b72087e111,ai,3b6045,1,43152,I felt I only needed to review one message here to determine that this account should be suspended they are using derogatory language and they don't know how to spell either,1.0,1,Suspend,5.0,4.771
a37571ff-8f28-4459-935f-08b72087e111,ai,3b6045,2,43152,Person used physically threatening language it was automatic suspension for me,0.75,1,Suspend,5.0,4.769
a37571ff-8f28-4459-935f-08b72087e111,ai,3b6045,3,43152,This person message was very offensive and I needed to go no further than reviewing three of the messages which proved my point.  The last message was extremely offensive,0.5,3,Suspend,5.0,7.495
a37571ff-8f28-4459-935f-08b72087e111,ai,3b6045,4,43152,I did not detect anything offensive although I only rolled through two messages it seemed the person was coming from a good place,0.25,2,Do not suspend,4.03,8.789
a37571ff-8f28-4459-935f-08b72087e111,ai,3b6045,5,43152,I didn't find anything offensive in the message that I scrolled through so I am deciding to not suspend the account,0.0,3,Do not suspend,5.0,4.329
8c0b7da8-5419-4daa-98ff-7194fce17c0d,control,a1ebd4,1,12543,disgusting and bulling behavior,1.0,3,Suspend,5.0,4.293
8c0b7da8-5419-4daa-98ff-7194fce17c0d,control,a1ebd4,2,12543,threatening and intimidating behavior,0.75,5,Suspend,5.0,5.105
8c0b7da8-5419-4daa-98ff-7194fce17c0d,control,a1ebd4,3,12543,bullying and disrespecting others,0.5,9,Suspend,5.0,3.897
8c0b7da8-5419-4daa-98ff-7194fce17c0d,control,a1ebd4,4,12543,threatened at least two people with death,0.25,7,Suspend,5.0,4.523
8c0b7da8-5419-4daa-98ff-7194fce17c0d,control,a1ebd4,5,12543,they showed no bad behaviors,0.0,4,Do not suspend,5.0,4.371
fefb2330-548d-44b7-a374-a6957a756dc0,crowd,0b6e1e,1,15423,The type of comment this person was posting was really offensive and has to be taken off the platform.,1.0,4,Suspend,4.97,6.764
fefb2330-548d-44b7-a374-a6957a756dc0,crowd,0b6e1e,2,15423,This person was brutally offensive and had to be taken off the platform as soon as possible.,0.75,8,Suspend,5.0,4.431
fefb2330-548d-44b7-a374-a6957a756dc0,crowd,0b6e1e,3,15423,There were times he seemed to be nice when commenting or posting but that doe not justify the times that he was being offensive and has to be taken off,0.5,9,Suspend,4.94,4.937
fefb2330-548d-44b7-a374-a6957a756dc0,crowd,0b6e1e,4,15423,"Even though there were times he was not offensive, that doesn't mean that he should not be suspended",0.25,15,Suspend,3.98,5.574
fefb2330-548d-44b7-a374-a6957a756dc0,crowd,0b6e1e,5,15423,"Almost all the comment were nice and cool, that's why I chose not to suspended this account.",0.0,8,Do not suspend,4.95,5.259
c24f2390-4cb5-45d7-85ee-2263bbf61e7c,control,73b2ff,1,13254,This messages that were presented were all extremely offensive and full of hate. Bigotry and telling someone that they wished they and their dog would die should not be allowed.,1.0,3,Suspend,5.0,7.404
c24f2390-4cb5-45d7-85ee-2263bbf61e7c,control,73b2ff,2,13254,"There were death threats, bigotry and direct offensive messages towards the admins.",0.75,6,Suspend,5.0,6.843
c24f2390-4cb5-45d7-85ee-2263bbf61e7c,control,73b2ff,3,13254,"While there was some non offensive messages that were posted, over half of the messages were deliberately offensive and racist. ",0.5,9,Suspend,4.0,6.899
c24f2390-4cb5-45d7-85ee-2263bbf61e7c,control,73b2ff,4,13254,"While there were a good number of non offensive messages, there were 3 that can be considered death threats. That alone is enough to have an account suspended. ",0.25,11,Suspend,2.0,35.197
c24f2390-4cb5-45d7-85ee-2263bbf61e7c,control,73b2ff,5,13254,None of the messages that were presented were offensive in any manner.,0.0,5,Do not suspend,5.0,7.015
64706c0b-1c60-483f-994b-a6f8c2f511f7,control,925597,1,14352,The messages were highly offensive in nature. Praying and hoping for somebody's death from cancer is over the line in my estimation,1.0,2,Suspend,4.02,14.295
